Nfur_Accession	Nfur_Description	Nfur_Symbol	Human_Symbol
XP_015825618.1	placenta growth factor-like	LOC107392368	VEGFA
XP_015825618.1	placenta growth factor-like	LOC107392368	PGF
XP_015825620.1	CLOCK-interacting pacemaker	cipc	CIPC
XP_015825621.1	palmitoyltransferase ZDHHC22	zdhhc22	ZDHHC22
XP_015825622.1	calcium permeable stress-gated cation channel 1	tmem63c	TMEM63C
XP_015825624.1	neuroglobin	ngb	NGB
XP_015825625.1	protein FAM161B	fam161b	FAM161B
XP_015825626.1	ectonucleoside triphosphate diphosphohydrolase 5	entpd5	ENTPD5
XP_015825627.1	thymidine kinase, cytosolic	tk1	TK1
XP_015825628.1	ubiquinone biosynthesis monooxygenase COQ6, mitochondrial	coq6	COQ6
XP_015825629.1	basal body-orientation factor 1	bbof1	BBOF1
XP_015825631.1	methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial	aldh6a1	ALDH6A1
XP_015825632.1	maleylacetoacetate isomerase isoform X1	gstz1	GSTO1
XP_015825632.1	maleylacetoacetate isomerase isoform X1	gstz1	GSTO2
XP_015825632.1	maleylacetoacetate isomerase isoform X1	gstz1	GSTZ1
XP_015825633.1	maleylacetoacetate isomerase isoform X2	gstz1	GSTZ1
XP_015825633.1	maleylacetoacetate isomerase isoform X2	gstz1	GSTO1
XP_015825636.1	autophagy-related protein 2 homolog B isoform X1	atg2b	ATG2B
XP_015825639.1	protein TMED8	tmed8	TMED8
XP_015825640.1	kynurenine formamidase	afmid	AFMID
XP_015825641.1	GSK3-beta interaction protein	gskip	GSKIP
XP_015825646.1	epididymal secretory protein E1 isoform X2	npc2	NPC2
XP_015825647.1	iron-sulfur cluster assembly 2 homolog, mitochondrial isoform X1	isca2	ISCA2
XP_015825648.1	iron-sulfur cluster assembly 2 homolog, mitochondrial isoform X2	isca2	ISCA2
XP_015825649.1	echinoderm microtubule-associated protein-like 5 isoform X1	eml5	EML5
XP_015825651.1	echinoderm microtubule-associated protein-like 5 isoform X3	eml5	EML5
XP_015825652.1	echinoderm microtubule-associated protein-like 5 isoform X4	eml5	EML5
XP_015825654.1	serine/threonine-protein kinase Nek9 isoform X1	nek9	NEK9
XP_015825655.1	serine/threonine-protein kinase Nek9 isoform X2	nek9	NEK9
XP_015825656.1	tetratricopeptide repeat protein 8 isoform X1	ttc8	TTC8
XP_015825657.1	tetratricopeptide repeat protein 8 isoform X2	ttc8	TTC8
XP_015825657.1	tetratricopeptide repeat protein 8 isoform X2	ttc8	DPP7
XP_015825658.1	tetratricopeptide repeat protein 8 isoform X3	ttc8	TTC8
XP_015825659.1	tetratricopeptide repeat protein 8 isoform X4	ttc8	TTC8
XP_015825663.1	CD209 antigen-like protein E	LOC107392393	CD209
XP_015825667.1	acylphosphatase-1 isoform X2	acyp1	ACYP1
XP_015825668.1	DNA mismatch repair protein Mlh3 isoform X1	mlh3	MLH3
XP_015825669.1	DNA mismatch repair protein Mlh3 isoform X2	mlh3	MLH3
XP_015825674.1	proto-oncogene c-Fos-like isoform X1	LOC107392399	ATF3
XP_015825674.1	proto-oncogene c-Fos-like isoform X1	LOC107392399	FOS
XP_015825675.1	proto-oncogene c-Fos-like isoform X2	LOC107392399	FOSB
XP_015825675.1	proto-oncogene c-Fos-like isoform X2	LOC107392399	FOS
XP_015825676.1	connector enhancer of kinase suppressor of ras 2-like isoform X2	LOC107391624	IPCEF1
XP_015825677.1	jun dimerization protein 2-like	LOC107392401	JDP2
XP_015825678.1	probable ergosterol biosynthetic protein 28	csgr16h14orf1	ERG28
XP_015825679.1	transforming growth factor beta-3	tgfb3	TGFB3
XP_015825679.1	transforming growth factor beta-3	tgfb3	TGFB2
XP_015825680.1	intraflagellar transport protein 43 homolog	ift43	IFT43
XP_015825683.1	G patch domain-containing protein 2-like	gpatch2l	GPATCH2L
XP_015825685.1	steroid hormone receptor ERR2 isoform X2	esrrb	ESRRB
XP_015825686.1	steroid hormone receptor ERR2 isoform X3	esrrb	ESRRB
XP_015825686.1	steroid hormone receptor ERR2 isoform X3	esrrb	ESRRA
XP_015825687.1	prospero homeobox protein 2	prox2	PROX2
XP_015825689.1	ribosomal protein S6 kinase-like 1 isoform X1	rps6kl1	RPS6KL1
XP_015825690.1	ribosomal protein S6 kinase-like 1 isoform X2	rps6kl1	RPS6KL1
XP_015825693.1	dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial	dlst	DLST
XP_015825694.1	estradiol 17-beta-dehydrogenase 8-like	LOC107392413	HSD17B8
XP_015825696.1	protein angel homolog 1	angel1	ANGEL1
XP_015825697.1	vasohibin-1	vash1	VASH1
XP_015825698.1	apoptosis-resistant E3 ubiquitin protein ligase 1 isoform X1	arel1	AREL1
XP_015825699.1	apoptosis-resistant E3 ubiquitin protein ligase 1 isoform X2	arel1	AREL1
XP_015825700.1	rRNA-processing protein FCF1 homolog	fcf1	FCF1
XP_015825701.1	protein O-mannosyl-transferase 2	pomt2	POMT2
XP_015825704.1	visual system homeobox 2 isoform X2	vsx2	VSX2
XP_015825705.1	protein lin-52 homolog	lin52	LIN52
XP_015825706.1	synapse differentiation-inducing gene protein 1-like	LOC107392422	SYNDIG1L
XP_015825706.1	synapse differentiation-inducing gene protein 1-like	LOC107392422	PMIS2
XP_015825707.1	RAS guanyl-releasing protein 1 isoform X1	rasgrp1	RASGRP1
XP_015825708.1	RAS guanyl-releasing protein 1 isoform X2	rasgrp1	RASGRP1
XP_015825708.1	RAS guanyl-releasing protein 1 isoform X2	rasgrp1	RASGRP3
XP_015825708.1	RAS guanyl-releasing protein 1 isoform X2	rasgrp1	RASGRP4
XP_015825709.1	exonuclease 3'-5' domain-containing protein 1	exd1	EXD1
XP_015825711.1	glutathione-specific gamma-glutamylcyclotransferase 1-like	LOC107392428	CHAC1
XP_015825712.1	zinc finger FYVE domain-containing protein 1-like	LOC107392429	ZFYVE1
XP_015825714.1	RUN and FYVE domain-containing protein 1-like	LOC107392400	RUFY1
XP_015825715.1	UPF0668 protein C10orf76 homolog	csgr02h10orf76	ARMH3
XP_015825716.1	regulator of G-protein signaling 6-like isoform X1	LOC107392431	RGS6
XP_015825717.1	regulator of G-protein signaling 6-like isoform X2	LOC107392431	RGS6
XP_015825718.1	signal-induced proliferation-associated 1-like protein 1	LOC107392432	SIPA1L3
XP_015825721.1	glutathione peroxidase 2	gpx2	GPX2
XP_015825722.1	protein max	LOC107392435	MAX
XP_015825724.1	sushi domain-containing protein 4-like isoform X1	LOC107392438	SUSD4
XP_015825726.1	fibrous sheath-interacting protein 1	fsip1	FSIP1
XP_015825728.1	thrombospondin-1 isoform X1	thbs1	THBS1
XP_015825729.1	thrombospondin-1 isoform X2	thbs1	THBS1
XP_015825736.1	LIM domain-binding protein 1 isoform X2	LOC107392437	LDB1
XP_015825739.1	acid phosphatase type 7 isoform X1	acp7	ACP7
XP_015825740.1	acid phosphatase type 7 isoform X2	acp7	ACP7
XP_015825742.1	muscarinic acetylcholine receptor M5-like	LOC107392444	CHRM5
XP_015825742.1	muscarinic acetylcholine receptor M5-like	LOC107392444	CHRM1
XP_015825744.1	LIM domain-binding protein 1 isoform X3	LOC107392437	LDB1
XP_015825745.1	ryanodine receptor 3-like	LOC107392446	RYR3
XP_015825745.1	ryanodine receptor 3-like	LOC107392446	RYR2
XP_015825748.1	formin-1-like isoform X1	LOC107392450	FMN1
XP_015825749.1	formin-like isoform X2	LOC107392450	FMN1
XP_015825750.1	rho GTPase-activating protein 11A isoform X1	arhgap11a	ARHGAP11A
XP_015825750.1	rho GTPase-activating protein 11A isoform X1	arhgap11a	ARHGAP11A-SCG5
XP_015825751.1	rho GTPase-activating protein 11A isoform X2	arhgap11a	ENSG00000284906
XP_015825751.1	rho GTPase-activating protein 11A isoform X2	arhgap11a	ARHGAP11B
XP_015825752.1	gremlin-1-like	LOC107392453	GREM1
XP_015825753.1	actin, alpha cardiac	LOC107392454	ACTA1
XP_015825756.1	eIF-2-alpha kinase GCN2 isoform X2	eif2ak4	GNAS
XP_015825756.1	eIF-2-alpha kinase GCN2 isoform X2	eif2ak4	EIF2AK4
XP_015825757.1	eIF-2-alpha kinase GCN2 isoform X3	eif2ak4	EIF2AK4
XP_015825758.1	cysteine-rich motor neuron 1 protein	crim1	CRIM1
XP_015825759.1	bcl-2-modifying factor	bmf	BMF
XP_015825762.1	centrosomal protein of 170 kDa protein B isoform X2	cep170b	CEP170B
XP_015825765.1	centrosomal protein of 170 kDa protein B isoform X4	cep170b	CEP170B
XP_015825767.1	phospholipase D4	pld4	PLD4
XP_015825769.1	RAC-alpha serine/threonine-protein kinase	akt1	AKT1
XP_015825770.1	inverted formin-2 isoform X1	inf2	INF2
XP_015825771.1	inverted formin-2 isoform X2	inf2	INF2
XP_015825773.1	inverted formin-2 isoform X3	inf2	INF2
XP_015825774.1	inverted formin-2 isoform X4	inf2	INF2
XP_015825775.1	inverted formin-2 isoform X5	inf2	INF2
XP_015825777.1	zinc finger and BTB domain-containing protein 18.2-like isoform X2	LOC107392463	ZBTB42
XP_015825777.1	zinc finger and BTB domain-containing protein 18.2-like isoform X2	LOC107392463	MYNN
XP_015825778.1	adenylosuccinate synthetase isozyme 1	adssl1	ADSS1
XP_015825779.1	dnaJ homolog subfamily C member 17	dnajc17	DNAJC17
XP_015825780.1	apoptosis regulatory protein Siva	siva1	SIVA1
XP_015825781.1	GTP cyclohydrolase 1 feedback regulatory protein	gchfr	GCHFR
XP_015825782.1	Kv channel-interacting protein 2-like	LOC107392467	KCNIP2
XP_015825786.1	signal recognition particle 14 kDa protein	srp14	SRP14
XP_015825790.1	pleckstrin homology domain-containing family G member 3-like isoform X3	LOC107392475	PLEKHG3
XP_015825791.1	pleckstrin homology domain-containing family G member 3-like isoform X4	LOC107392475	PLEKHG3
XP_015825793.1	kunitz-type protease inhibitor 1	spint1	SPINT1
XP_015825794.1	abscission/NoCut checkpoint regulator	zfyve19	ZFYVE19
XP_015825796.1	mitotic checkpoint serine/threonine-protein kinase BUB1 beta	bub1b	BUB1B
XP_015825796.1	mitotic checkpoint serine/threonine-protein kinase BUB1 beta	bub1b	BUB1
XP_015825797.1	protein phosphatase 1 regulatory subunit 14D	ppp1r14d	PPP1R14D
XP_015825798.1	serine/threonine-protein kinase PAK 6 isoform X1	pak6	PAK6
XP_015825799.1	serine/threonine-protein kinase PAK 6 isoform X2	pak6	PAK6
XP_015825800.1	ankyrin repeat domain-containing protein 63	ankrd63	ANKRD63
XP_015825801.1	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-2	plcb2	PLCB2
XP_015825802.1	uncharacterized protein LOC107392487	LOC107392487	INAFM1
XP_015825802.1	uncharacterized protein LOC107392487	LOC107392487	INAFM2
XP_015825803.1	uncharacterized protein C15orf52 homolog isoform X1	csgr16h15orf52	CCDC9B
XP_015825808.1	C-1-tetrahydrofolate synthase, cytoplasmic	mthfd1	MTHFD1
XP_015825810.1	uncharacterized protein C14orf28 homolog isoform X2	csgr16h14orf28	C14orf28
XP_015825811.1	kelch-like protein 28	klhl28	KLHL28
XP_015825812.1	protein FAM179B	fam179b	TOGARAM2
XP_015825812.1	protein FAM179B	fam179b	TOGARAM1
XP_015825815.1	coiled-coil domain-containing protein 28B-like isoform X2	LOC107392494	CCDC28B
XP_015825816.1	coiled-coil domain-containing protein 28B-like isoform X3	LOC107392494	CCDC28B
XP_015825817.1	coiled-coil domain-containing protein 28B-like isoform X4	LOC107392494	CCDC28B
XP_015825821.1	collagen alpha-1(XII) chain isoform X3	col12a1	COL12A1
XP_015825822.1	collagen alpha-1(XII) chain isoform X4	col12a1	COL12A1
XP_015825823.1	collagen alpha-1(XII) chain isoform X5	col12a1	COL12A1
XP_015825824.1	keratin, type I cytoskeletal 19-like isoform X2	LOC107392486	KRT19
XP_015825826.1	CD109 antigen	cd109	CD109
XP_015825828.1	glutamate-rich protein 1	erich1	ERICH1
XP_015825833.1	disks large-associated protein 2 isoform X5	dlgap2	DLGAP2
XP_015825835.1	heterogeneous nuclear ribonucleoprotein H isoform X1	hnrnph1	HNRNPH1
XP_015825835.1	heterogeneous nuclear ribonucleoprotein H isoform X1	hnrnph1	HNRNPH2
XP_015825835.1	heterogeneous nuclear ribonucleoprotein H isoform X1	hnrnph1	HNRNPF
XP_015825836.1	keratin, type I cytoskeletal 13-like	LOC107392502	KRT17
XP_015825837.1	protein CLN8	cln8	CLN8
XP_015825837.1	protein CLN8	cln8	KBTBD11-OT1
XP_015825839.1	rho guanine nucleotide exchange factor 10 isoform X2	arhgef10	ARHGEF10
XP_015825840.1	rho guanine nucleotide exchange factor 10 isoform X3	arhgef10	ARHGEF10
XP_015825841.1	kelch repeat and BTB domain-containing protein 11	kbtbd11	KBTBD11
XP_015825841.1	kelch repeat and BTB domain-containing protein 11	kbtbd11	KLHDC7B
XP_015825842.1	AT-rich interactive domain-containing protein 1B-like	LOC107392507	ARID1B
XP_015825844.1	probable palmitoyltransferase ZDHHC14 isoform X1	zdhhc14	ZDHHC14
XP_015825845.1	probable palmitoyltransferase ZDHHC14 isoform X2	zdhhc14	ZDHHC14
XP_015825846.1	galectin-8-like	LOC107392512	LGALS12
XP_015825846.1	galectin-8-like	LOC107392512	LGALS8
XP_015825848.1	tubulin alpha chain-like	LOC107392514	TUBAL3
XP_015825848.1	tubulin alpha chain-like	LOC107392514	TUBA8
XP_015825849.1	low density lipoprotein receptor adapter protein 1 isoform X1	ldlrap1	LDLRAP1
XP_015825852.1	interferon alpha-inducible protein 27-like protein 2A	LOC107392516	IFI6
XP_015825852.1	interferon alpha-inducible protein 27-like protein 2A	LOC107392516	IFI27
XP_015825852.1	interferon alpha-inducible protein 27-like protein 2A	LOC107392516	IFI27L1
XP_015825852.1	interferon alpha-inducible protein 27-like protein 2A	LOC107392516	IFI27L2
XP_015825856.1	macoilin isoform X4	tmem57	MACO1
XP_015825857.1	ammonium transporter Rh type C-like	LOC107392519	RHCE
XP_015825858.1	transmembrane protein 50A	tmem50a	TMEM50B
XP_015825858.1	transmembrane protein 50A	tmem50a	TMEM50A
XP_015825861.1	arginine/serine-rich protein 1-like	LOC107392522	RSRP1
XP_015825862.1	pre-mRNA-splicing factor SYF2	syf2	SYF2
XP_015825866.1	runt-related transcription factor 3 isoform X4	runx3	RUNX3
XP_015825868.1	runt-related transcription factor 3 isoform X6	runx3	RUNX3
XP_015825870.1	serine/arginine repetitive matrix protein 1 isoform X2	srrm1	SRRM1
XP_015825872.1	keratin, type I cytoskeletal 13-like	LOC107392525	KRT12
XP_015825873.1	chloride intracellular channel protein 4	clic4	CLIC6
XP_015825873.1	chloride intracellular channel protein 4	clic4	CLIC4
XP_015825877.1	protein FAM167B	fam167b	FAM167B
XP_015825878.1	polyadenylate-binding protein 4-like isoform X1	LOC107392531	PABPC4
XP_015825878.1	polyadenylate-binding protein 4-like isoform X1	LOC107392531	PABPC5
XP_015825878.1	polyadenylate-binding protein 4-like isoform X1	LOC107392531	PABPC4L
XP_015825879.1	polyadenylate-binding protein 4-like isoform X2	LOC107392531	PABPC4
XP_015825882.1	tyrosine-protein kinase Lck	lck	LCK
XP_015825883.1	histone deacetylase 1 isoform X1	hdac1	HDAC1
XP_015825883.1	histone deacetylase 1 isoform X1	hdac1	HDAC2
XP_015825884.1	histone deacetylase 1 isoform X2	hdac1	HDAC2
XP_015825888.1	peptidyl-prolyl cis-trans isomerase E	ppie	PPIE
XP_015825890.1	gap junction beta-4 protein-like	LOC107392539	GJB5
XP_015825890.1	gap junction beta-4 protein-like	LOC107392539	GJB4
XP_015825892.1	stromal membrane-associated protein 1	smap1	SMAP1
XP_015825892.1	stromal membrane-associated protein 1	smap1	SMAP2
XP_015825894.1	zinc finger and BTB domain-containing protein 8A isoform X3	zbtb8a	ZBTB8A
XP_015825895.1	hydroxymethylglutaryl-CoA lyase, mitochondrial	hmgcl	HMGCLL1
XP_015825895.1	hydroxymethylglutaryl-CoA lyase, mitochondrial	hmgcl	HMGCL
XP_015825896.1	UDP-glucose 4-epimerase	gale	GALE
XP_015825897.1	gap junction beta-3 protein-like	LOC107392543	GJB3
XP_015825898.1	insulinoma-associated protein 1	insm1	INSM1
XP_015825899.1	ral GTPase-activating protein subunit alpha-2	ralgapa2	RALGAPA2
XP_015825903.1	T-lymphoma invasion and metastasis-inducing protein 2 isoform X1	tiam2	TIAM2
XP_015825904.1	T-lymphoma invasion and metastasis-inducing protein 2 isoform X2	tiam2	TIAM2
XP_015825905.1	protein SCAF8	scaf8	SCAF8
XP_015825907.1	serine/threonine-protein kinase D3	prkd3	PRKD3
XP_015825908.1	centrosomal protein kizuna	kiz	KIZ
XP_015825909.1	connector enhancer of kinase suppressor of ras 3	cnksr3	CNKSR3
XP_015825912.1	interactor protein for cytohesin exchange factors 1 isoform X3	ipcef1	IPCEF1
XP_015825913.1	interactor protein for cytohesin exchange factors 1 isoform X4	ipcef1	IPCEF1
XP_015825914.1	interactor protein for cytohesin exchange factors 1 isoform X5	ipcef1	IPCEF1
XP_015825915.1	hepatocyte nuclear factor 3-beta	foxa2	FOXA1
XP_015825915.1	hepatocyte nuclear factor 3-beta	foxa2	FOXA2
XP_015825916.1	heterogeneous nuclear ribonucleoprotein H isoform X2	hnrnph1	HNRNPH1
XP_015825916.1	heterogeneous nuclear ribonucleoprotein H isoform X2	hnrnph1	HNRNPF
XP_015825917.1	glutaminyl-peptide cyclotransferase-like	LOC107392554	QPCT
XP_015825918.1	paired box protein Pax-1	pax1	PAX1
XP_015825920.1	dimethyladenosine transferase 1, mitochondrial	tfb1m	TFB1M
XP_015825921.1	homeobox protein Nkx-2.4-like isoform X1	LOC107392557	NKX2-4
XP_015825924.1	homeobox protein Nkx-2.2a isoform X2	LOC107392558	NKX2-2
XP_015825926.1	claudin-20-like	LOC107392559	CLDN20
XP_015825927.1	adenylyltransferase and sulfurtransferase MOCS3	mocs3	MOCS3
XP_015825929.1	cell cycle control protein 50A-like	LOC107392564	TMEM30A
XP_015825930.1	S100P-binding protein isoform X1	s100pbp	S100PBP
XP_015825933.1	fibronectin type III domain-containing protein 5	fndc5	FNDC5
XP_015825934.1	ankyrin repeat and protein kinase domain-containing protein 1	ankk1	ANKK1
XP_015825936.1	BSD domain-containing protein 1	bsdc1	BSDC1
XP_015825937.1	apoptosis-stimulating of p53 protein 1-like	LOC107392571	PPP1R13B
XP_015825939.1	MARCKS-related protein	marcksl1	MARCKSL1
XP_015825945.1	serine dehydratase-like	LOC107392575	SDSL
XP_015825945.1	serine dehydratase-like	LOC107392575	SDS
XP_015825945.1	serine dehydratase-like	LOC107392575	SRR
XP_015825946.1	synaptotagmin-14 isoform X1	syt14	SYT14
XP_015825947.1	synaptotagmin-14 isoform X2	syt14	SYT14
XP_015825948.1	SERTA domain-containing protein 4-like	LOC107392577	SERTAD4
XP_015825949.1	glycine N-methyltransferase	gnmt	GNMT
XP_015825950.1	complement component C1q receptor-like	LOC107392580	CLEC14A
XP_015825950.1	complement component C1q receptor-like	LOC107392580	CD93
XP_015825951.1	LOW QUALITY PROTEIN: uncharacterized protein LOC107392581	LOC107392581	MSLN
XP_015825952.1	centromere protein K	cenpk	CENPK
XP_015825953.1	pancreas transcription factor 1 subunit alpha	ptf1a	PTF1A
XP_015825955.1	transmembrane protein 39B	LOC107392585	TMEM39B
XP_015825957.1	histone-binding protein RBBP4	LOC107392587	RBBP4
XP_015825957.1	histone-binding protein RBBP4	LOC107392587	RBBP7
XP_015825959.1	syncoilin isoform X2	sync	SYNC
XP_015825960.1	protein archease	zbtb8os	ZBTB8OS
XP_015825963.1	transcription factor LBX1-like	LOC107392589	LBX1
XP_015825966.1	protein L-Myc-1b-like	LOC107392594	MYCL
XP_015825967.1	cytosolic 5'-nucleotidase 1A-like	LOC107392595	NT5C1A
XP_015825969.1	interferon alpha-inducible protein 27-like protein 2A	LOC107392597	IFI27L1
XP_015825970.1	thyroid peroxidase	tpo	TPO
XP_015825971.1	leucine-rich repeat and fibronectin type-III domain-containing protein 5	lrfn5	LRFN5
XP_015825972.1	serine palmitoyltransferase 2-like	LOC107392601	SPTLC2
XP_015825974.1	methionine aminopeptidase 1	metap1	METAP1
XP_015825976.1	eukaryotic translation initiation factor 4E-1A-like isoform X1	LOC107392606	EIF4E
XP_015825977.1	eukaryotic translation initiation factor 4E-1A-like isoform X2	LOC107392606	EIF4E
XP_015825980.1	protein C9orf72 homolog isoform X1	csgr16h9orf72	C9orf72
XP_015825981.1	protein C9orf72 homolog isoform X2	csgr16h9orf72	C9orf72
XP_015825982.1	uncharacterized protein KIAA1109 homolog isoform X1	kiaa1109	BLTP1
XP_015825987.1	uncharacterized protein KIAA1109 homolog isoform X6	kiaa1109	BLTP1
XP_015825988.1	uncharacterized protein KIAA1109 homolog isoform X7	kiaa1109	BLTP1
XP_015825989.1	uncharacterized protein KIAA1109 homolog isoform X8	kiaa1109	BLTP1
XP_015825990.1	cytosolic purine 5'-nucleotidase	nt5c2	NT5DC4
XP_015825990.1	cytosolic purine 5'-nucleotidase	nt5c2	NT5C2
XP_015825992.1	uncharacterized protein KIAA1109 homolog isoform X10	kiaa1109	BLTP1
XP_015825993.1	uncharacterized protein KIAA1109 homolog isoform X11	kiaa1109	BLTP1
XP_015825994.1	uncharacterized protein KIAA1109 homolog isoform X12	kiaa1109	BLTP1
XP_015825995.1	gamma-2-syntrophin	sntg2	SNTG2
XP_015825997.1	obscurin-like	LOC107392615	OBSCN
XP_015825997.1	obscurin-like	LOC107392615	SPEGNB
XP_015825997.1	obscurin-like	LOC107392615	A1BG
XP_015826001.1	transmembrane protein 44	tmem44	TMEM44
XP_015826002.1	alpha-internexin	ina	INA
XP_015826003.1	LOW QUALITY PROTEIN: receptor-transporting protein 3-like	LOC107392621	RTP2
XP_015826003.1	LOW QUALITY PROTEIN: receptor-transporting protein 3-like	LOC107392621	RTP1
XP_015826004.1	adhesion G-protein coupled receptor D2-like	LOC107392622	ADGRD2
XP_015826006.1	interleukin-6 receptor subunit beta-like	LOC107392624	IL12RB1
XP_015826010.1	protein RRP5 homolog	pdcd11	PDCD11
XP_015826012.1	dynein heavy chain 8, axonemal-like	LOC107392631	DNAH8
XP_015826014.1	adenomatous polyposis coli protein 2	apc2	APC2
